State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
GA,South,South Atlantic,Cherokee County,13057,13057,Region 24,1/1/2015,5506.0,0.113,2.9,2.7,0.07,0.167,0.262,8.3,0.225,0.81,0.155,0.169,194.3,27.1,0.176,32.0,49.0,81.0,57.91,0.85,0.65,0.73,0.697,0.065,0.139,3.969,0.241,7.094,99.92,45.8,13.31,0.081,0.154,0.805,0.53,225106,0.028,0.171,0.099,142.6,289.1,4.6,44.2,0.104,0.06,9.18,10.61,0.218,0.085,10411.0,0.129,33.0,67686,0.251,1.4,
GA,South,South Atlantic,Clarke County,13059,13059,Region 24,1/1/2014,6610.0,0.151,3.2,4.3,0.09,0.122,0.267,4.59,0.235,0.83,0.121,0.328,768.7,24.8,0.243,72.0,48.0,192.0,52.08,0.86,0.71,0.66,0.664,0.07,0.316,,0.429,,369.83,44.8,13.17,0.002,0.248,0.737,0.152,120266,0.031,0.059,0.09,288.7,356.4,9.1,65.6,0.219,0.214,10.82,6.04,0.279,0.113,9060.0,0.165,96.0,32720,0.742,5.03,0.178
GA,South,South Atlantic,Clarke County,13059,13059,Region 24,1/1/2015,6575.0,0.151,3.2,4.3,0.09,0.122,0.265,4.2,0.247,0.866,0.121,0.328,786.6,23.8,0.213,66.0,54.0,273.0,47.08,0.86,0.68,0.7,0.682,0.064,0.384,7.475,0.444,9.479,365.14,45.3,13.17,0.001,0.242,0.756,0.167,121265,0.035,0.059,0.098,288.7,352.8,6.8,41.1,0.215,0.214,10.09,7.63,0.247,0.09,9009.0,0.165,107.0,32864,0.726,5.4,
GA,South,South Atlantic,Clay County,13061,13061,Insuff Data,1/1/2014,19240.0,,,,0.12,,0.336,5.778,0.312,0.273,,0.0,385.7,65.5,0.21,32.0,0.0,,,0.82,0.71,,0.339,0.094,0.529,,0.75,,176.88,,12.42,0.07,0.175,0.824,0.321,3116,0.0,1.0,0.175,407.2,704.0,,,0.265,0.011,,,0.256,0.093,6910.0,,64.0,26957,0.821,,
GA,South,South Atlantic,Clay County,13061,13061,Insuff Data,1/1/2015,12041.0,,,,0.13,,0.327,5.1,0.311,0.305,,0.0,1155.3,55.0,0.208,32.0,0.0,,,0.82,0.65,,0.38,0.084,0.557,4.619,0.669,9.628,201.06,101.0,12.42,0.0,0.167,0.779,0.42,3045,0.0,1.0,0.169,407.2,546.2,,,0.27,0.011,,,0.261,0.079,8774.0,,66.0,27102,0.803,,
GA,South,South Atlantic,Clayton County,13063,13063,Region 24,1/1/2014,7780.0,0.169,3.3,3.7,0.11,0.17,0.361,4.91,0.277,0.838,0.097,0.169,873.3,58.4,0.254,28.0,23.0,33.0,56.15,0.84,0.49,0.51,0.522,0.111,0.41,,0.503,,546.44,49.0,13.18,0.0,0.231,0.756,0.472,265888,0.064,0.009,0.113,716.1,422.2,10.0,72.3,0.24,0.143,11.48,7.45,0.32,0.114,9284.0,0.213,20.0,37594,0.744,12.2,0.237
GA,South,South Atlantic,Clayton County,13063,13063,Region 24,1/1/2015,7108.0,0.169,3.3,3.7,0.11,0.17,0.375,4.6,0.258,0.818,0.097,0.162,704.1,54.9,0.272,31.0,25.0,56.0,48.86,0.82,0.55,0.54,0.52,0.099,0.366,4.091,0.498,4.551,549.59,45.6,13.18,0.5,0.235,0.774,0.458,264220,0.064,0.009,0.106,716.1,384.6,8.7,47.3,0.232,0.143,10.61,8.04,0.344,0.115,9336.0,0.213,18.0,40606,0.772,11.5,
GA,South,South Atlantic,Clinch County,13065,13065,Region 24,1/1/2014,12215.0,0.207,,,0.13,,0.327,6.635,0.311,0.051,,0.077,959.1,86.8,0.219,30.0,15.0,15.0,159.93,0.77,0.58,0.875,0.407,0.109,0.393,,0.445,,380.1,,12.25,0.0,0.157,0.785,0.317,6718,0.024,0.604,0.129,560.3,561.6,,138.0,0.212,0.03,37.46,,0.281,0.076,13122.0,0.249,15.0,31347,0.624,,
GA,South,South Atlantic,Clinch County,13065,13065,Region 24,1/1/2015,11887.0,0.207,,,0.13,,0.323,6.6,0.296,0.051,,0.182,818.7,87.1,0.21,30.0,15.0,15.0,117.2,0.87,0.61,0.775,0.372,0.103,0.398,6.173,0.444,14.885,486.97,67.6,12.25,0.0,0.164,0.801,0.334,6795,0.023,0.604,0.128,560.3,515.1,,,0.193,0.03,29.35,,0.271,0.071,13815.0,0.249,15.0,30094,0.665,,
GA,South,South Atlantic,Cobb County,13067,13067,Region 24,1/1/2014,5589.0,0.099,2.7,2.8,0.08,0.141,0.234,7.325,0.201,0.879,0.158,0.27,443.1,31.1,0.204,66.0,61.0,67.0,55.83,0.84,0.64,0.72,0.736,0.081,0.198,,0.29,,271.9,46.8,13.22,0.0,0.166,0.797,0.484,707442,0.043,0.002,0.088,301.0,282.8,6.3,56.3,0.148,0.086,8.88,8.63,0.245,0.103,9705.0,0.122,61.0,62596,0.389,4.58,0.166
GA,South,South Atlantic,Cobb County,13067,13067,Region 24,1/1/2015,5072.0,0.099,2.7,2.8,0.08,0.141,0.223,7.1,0.194,0.885,0.158,0.261,397.2,28.9,0.203,69.0,64.0,133.0,53.13,0.85,0.64,0.752,0.732,0.071,0.18,4.624,0.302,7.35,263.66,46.3,13.22,0.0,0.173,0.797,0.484,717190,0.042,0.002,0.089,301.0,266.0,6.5,45.8,0.145,0.086,8.71,9.77,0.247,0.099,9676.0,0.122,70.0,62866,0.396,3.9,
GA,South,South Atlantic,Coffee County,13069,13069,Insuff Data,1/1/2014,8798.0,0.212,5.5,3.7,0.11,0.215,0.305,6.092,0.307,0.658,0.117,0.12,571.6,85.0,0.255,54.0,26.0,11.0,166.83,0.79,0.56,0.66,0.356,0.131,0.371,,0.363,,357.0,72.0,12.47,0.0,0.146,0.802,0.17,43170,0.02,0.666,0.117,261.7,477.6,11.4,76.1,0.213,0.08,23.65,10.44,0.32,0.109,11054.0,0.27,60.0,32646,0.672,6.61,0.293
GA,South,South Atlantic,Coffee County,13069,13069,Insuff Data,1/1/2015,9266.0,0.212,5.5,3.7,0.1,0.215,0.322,5.9,0.334,0.576,0.117,0.13,386.8,81.8,0.251,60.0,30.0,14.0,139.38,0.8,0.58,0.71,0.385,0.115,0.381,4.713,0.398,9.961,341.24,79.1,12.47,0.0,0.166,0.821,0.199,43220,0.014,0.666,0.115,261.7,476.6,8.3,59.0,0.202,0.08,22.43,12.91,0.321,0.096,11588.0,0.27,67.0,33615,0.671,6.2,
GA,South,South Atlantic,Colquitt County,13071,13071,Region 24,1/1/2014,8542.0,0.184,4.1,5.0,0.11,0.239,0.326,6.635,0.292,0.58,0.125,0.375,308.9,87.0,0.279,57.0,23.0,15.0,71.97,0.86,0.61,0.76,0.383,0.092,0.382,,0.414,,,74.3,12.09,0.0,0.166,0.743,0.248,46137,0.072,0.589,0.128,264.8,449.1,8.7,70.6,0.185,0.082,24.56,8.08,0.349,0.134,9867.0,0.189,52.0,32692,0.661,11.64,0.208
GA,South,South Atlantic,Colquitt County,13071,13071,Region 24,1/1/2015,9616.0,0.184,4.1,5.0,0.11,0.239,0.321,6.4,0.304,0.634,0.125,0.289,277.4,83.9,0.275,52.0,24.0,32.0,79.91,0.87,0.66,0.77,0.398,0.093,0.371,5.202,0.454,9.97,388.02,79.6,12.09,0.021,0.196,0.746,0.225,46275,0.076,0.589,0.126,264.8,492.5,7.9,69.2,0.18,0.082,23.16,9.83,0.352,0.113,10581.0,0.189,58.0,33095,0.666,8.7,
GA,South,South Atlantic,Columbia County,13073,13073,Region 24,1/1/2014,6028.0,0.121,2.8,2.8,0.08,0.164,0.264,8.788,0.233,0.599,0.155,0.2,159.2,25.9,0.154,118.0,54.0,35.0,47.42,0.8,0.6,0.76,0.697,0.068,0.122,,0.227,,116.98,45.7,12.83,0.0,0.115,0.857,0.29,131627,0.016,0.162,0.098,182.1,310.6,6.9,45.6,0.108,0.022,12.16,8.4,0.189,0.076,8642.0,0.15,24.0,69582,0.254,2.01,0.181
GA,South,South Atlantic,Columbia County,13073,13073,Region 24,1/1/2015,5803.0,0.121,2.8,2.8,0.08,0.164,0.262,8.4,0.234,0.714,0.155,0.191,145.1,24.4,0.152,115.0,53.0,57.0,51.27,0.81,0.59,0.74,0.719,0.063,0.105,3.662,0.234,7.217,90.45,47.4,12.83,0.024,0.117,0.855,0.288,135416,0.017,0.162,0.095,182.1,297.5,7.4,49.4,0.115,0.022,11.55,9.08,0.186,0.074,8836.0,0.15,24.0,72531,0.254,2.5,
GA,South,South Atlantic,Cook County,13075,13075,Region 15,1/1/2014,10262.0,0.218,3.1,2.7,0.12,0.225,0.317,6.601,0.298,0.129,0.137,0.267,619.0,76.1,0.267,53.0,23.0,6.0,111.32,0.8,0.68,0.78,0.434,0.112,0.362,,0.38,,299.64,75.4,12.18,0.0,0.199,0.808,0.368,16923,0.025,0.594,0.136,183.2,500.6,,69.5,0.201,0.054,24.64,11.05,0.335,0.114,10301.0,0.146,6.0,32107,0.615,9.35,
GA,South,South Atlantic,Cook County,13075,13075,Region 15,1/1/2015,12009.0,0.218,3.1,2.7,0.12,0.225,0.293,6.4,0.281,0.574,0.137,0.167,531.8,73.1,0.243,53.0,29.0,35.0,90.97,0.84,0.64,0.76,0.447,0.1,0.357,4.768,0.376,8.273,243.27,66.7,12.18,0.002,0.176,0.806,0.379,17066,0.021,0.594,0.133,183.2,547.0,,102.8,0.191,0.054,20.18,,0.31,0.095,10765.0,0.146,6.0,32327,0.66,8.8,
GA,South,South Atlantic,Coweta County,13077,13077,Region 24,1/1/2014,6018.0,0.172,3.4,3.4,0.07,0.161,0.296,7.771,0.259,0.336,0.153,0.217,216.0,41.5,0.171,42.0,36.0,34.0,58.44,0.85,0.59,0.75,0.607,0.083,0.19,,0.269,,203.92,50.9,13.07,0.017,0.148,0.817,0.473,130929,0.021,0.329,0.11,138.7,329.4,5.4,41.9,0.135,0.068,14.16,10.01,0.209,0.088,9031.0,0.171,41.0,61153,0.365,4.15,0.185
GA,South,South Atlantic,Coweta County,13077,13077,Region 24,1/1/2015,6013.0,0.172,3.4,3.4,0.07,0.161,0.28,7.5,0.259,0.605,0.153,0.231,231.4,39.1,0.175,45.0,35.0,62.0,47.8,0.85,0.59,0.792,0.601,0.074,0.194,3.968,0.284,8.02,191.31,48.3,13.07,0.018,0.154,0.818,0.471,133180,0.02,0.329,0.105,138.7,319.7,4.5,39.0,0.137,0.068,10.37,10.26,0.214,0.086,9161.0,0.171,47.0,61469,0.386,4.7,
GA,South,South Atlantic,Crawford County,13079,13079,Insuff Data,1/1/2014,7146.0,0.181,4.4,5.7,0.09,0.283,0.307,7.757,0.286,0.122,,0.091,254.6,31.3,0.239,16.0,,,61.5,0.81,0.55,0.425,0.443,0.094,0.305,,0.482,,263.93,59.2,12.92,0.0,0.185,0.853,0.495,12600,0.001,1.0,0.125,366.7,391.1,,,0.171,0.0,22.27,13.36,0.279,0.129,9843.0,,,42409,0.693,,
GA,South,South Atlantic,Crawford County,13079,13079,Insuff Data,1/1/2015,7926.0,0.181,4.4,5.7,0.09,0.283,0.31,7.5,0.295,0.136,,0.0,246.0,35.3,0.221,16.0,,,47.17,0.83,0.52,0.575,0.54,0.085,0.326,4.639,0.494,6.349,296.38,64.6,12.92,0.0,0.198,0.864,0.512,12504,0.001,1.0,0.13,366.7,399.1,,,0.168,0.0,16.79,17.91,0.262,0.108,8476.0,,,43392,0.719,,
GA,South,South Atlantic,Crisp County,13081,13081,Region 15,1/1/2014,10864.0,0.286,4.6,4.6,0.15,0.199,0.338,4.259,0.362,0.368,,0.12,712.8,93.1,0.208,76.0,37.0,21.0,97.59,0.81,0.64,0.59,0.459,0.123,0.519,,0.605,,576.0,63.0,12.46,0.0,0.171,0.775,0.188,23606,0.003,0.47,0.142,528.2,477.6,10.1,84.8,0.248,0.19,14.93,,0.262,0.078,9902.0,0.192,72.0,29175,0.719,11.82,
GA,South,South Atlantic,Crisp County,13081,13081,Region 15,1/1/2015,10890.0,0.286,4.6,4.6,0.14,0.199,0.331,3.9,0.326,0.75,,0.125,656.6,87.7,0.21,85.0,39.0,26.0,94.54,0.81,0.67,0.63,0.534,0.115,0.489,5.883,0.596,9.32,473.65,64.7,12.46,0.0,0.179,0.823,0.177,23336,0.004,0.47,0.142,528.2,526.9,9.4,69.9,0.241,0.19,15.31,,0.264,0.083,10618.0,0.192,73.0,30481,0.744,15.2,
GA,South,South Atlantic,Dade County,13083,13083,Region 24,1/1/2014,10753.0,0.168,4.4,5.5,0.09,0.196,0.309,8.614,0.271,0.466,,0.15,96.6,35.5,0.19,36.0,23.0,,63.24,0.81,0.58,0.7,0.49,0.075,0.216,,0.33,,318.13,79.5,13.27,0.0,0.121,0.755,0.505,16490,0.001,0.721,0.115,93.0,514.4,,89.0,0.121,0.014,18.23,8.68,0.228,0.086,10091.0,,18.0,40984,0.435,,
GA,South,South Atlantic,Dade County,13083,13083,Region 24,1/1/2015,9200.0,0.168,4.4,5.5,0.08,0.196,0.31,8.2,0.279,0.677,,0.059,78.8,33.9,0.188,30.0,24.0,,72.44,0.86,0.6,0.825,0.489,0.071,0.218,4.307,0.353,10.309,290.65,83.1,13.27,0.0,0.111,0.77,0.48,16507,0.001,0.721,0.118,93.0,491.3,,71.0,0.128,0.014,15.51,11.2,0.227,0.083,11187.0,,36.0,43446,0.433,,
GA,South,South Atlantic,Dawson County,13085,13085,Region 24,1/1/2014,7626.0,,,2.7,0.07,0.292,0.275,8.818,0.232,0.617,0.3,0.226,164.7,44.3,0.224,67.0,40.0,44.0,82.87,0.86,0.59,0.74,0.519,0.077,0.202,,0.359,,82.83,71.7,13.47,0.423,0.171,0.779,0.557,22422,0.004,0.803,0.108,80.7,330.3,,73.5,0.118,0.0,26.49,12.23,0.26,0.127,10568.0,,27.0,54503,0.371,,0.121
GA,South,South Atlantic,Dawson County,13085,13085,Region 24,1/1/2015,7287.0,,,2.7,0.07,0.292,0.283,8.5,0.239,0.932,0.3,0.138,227.5,40.0,0.213,71.0,40.0,132.0,52.92,0.85,0.62,0.8,0.539,0.067,0.206,4.341,0.316,12.934,65.04,81.6,13.47,0.823,0.171,0.792,0.546,22686,0.005,0.803,0.109,80.7,364.1,,,0.122,0.0,18.22,15.62,0.253,0.106,9683.0,,35.0,52804,0.39,,
GA,South,South Atlantic,DeKalb County,13089,13089,Region 24,1/1/2014,7047.0,0.116,2.5,3.0,0.1,0.108,0.255,6.004,0.21,0.931,0.154,0.224,722.0,46.4,0.239,104.0,53.0,167.0,46.3,0.85,0.6,0.596,0.687,0.093,0.332,,0.456,,623.17,51.7,13.27,0.0,0.211,0.726,0.465,707089,0.056,0.003,0.09,1080.4,341.8,8.5,76.4,0.215,0.085,11.38,5.73,0.288,0.109,8458.0,0.141,65.0,49061,0.623,13.97,0.22
GA,South,South Atlantic,DeKalb County,13089,13089,Region 24,1/1/2015,6760.0,0.116,2.5,3.0,0.1,0.108,0.264,5.8,0.196,0.954,0.154,0.22,734.1,44.3,0.217,102.0,55.0,247.0,44.21,0.86,0.61,0.575,0.693,0.083,0.301,4.961,0.44,7.1,604.97,47.1,13.27,0.0,0.218,0.724,0.474,713340,0.057,0.003,0.089,1080.4,331.9,7.4,66.4,0.206,0.085,10.37,6.31,0.262,0.097,8565.0,0.141,69.0,49894,0.654,13.0,
GA,South,South Atlantic,Decatur County,13087,13087,Insuff Data,1/1/2014,10832.0,0.203,4.2,3.5,0.11,0.244,0.317,5.743,0.303,0.598,0.128,0.333,971.3,83.5,0.221,47.0,32.0,11.0,76.19,0.74,0.5,0.71,0.433,0.113,0.524,,0.533,,439.8,78.1,12.12,0.011,0.215,0.792,0.267,27509,0.009,0.565,0.129,410.4,550.9,7.5,69.2,0.237,0.068,28.22,6.16,0.279,0.09,8377.0,0.262,25.0,30331,0.661,7.18,0.234
GA,South,South Atlantic,Decatur County,13087,13087,Insuff Data,1/1/2015,10529.0,0.203,4.2,3.5,0.11,0.244,0.331,5.5,0.291,0.676,0.128,0.308,792.5,84.3,0.223,40.0,33.0,29.0,67.42,0.76,0.57,0.72,0.475,0.106,0.407,5.585,0.501,11.996,443.83,78.4,12.12,0.009,0.232,0.799,0.26,27359,0.007,0.565,0.132,410.4,526.7,7.9,70.7,0.226,0.068,30.8,,0.283,0.087,8479.0,0.262,26.0,34102,0.678,7.6,
GA,South,South Atlantic,Dodge County,13091,13091,Region 15,1/1/2014,9601.0,0.234,4.3,4.7,0.12,0.189,0.358,7.124,0.316,0.286,,0.176,497.9,64.0,0.208,41.0,39.0,9.0,97.63,0.81,0.57,0.69,0.446,0.115,0.361,,0.453,,477.48,79.4,12.64,0.0,0.084,0.883,0.345,21329,0.005,0.722,0.153,315.8,492.8,,69.2,0.197,0.012,20.96,16.23,0.255,0.09,11459.0,0.216,28.0,32926,0.594,8.11,
GA,South,South Atlantic,Dodge County,13091,13091,Region 15,1/1/2015,9599.0,0.234,4.3,4.7,0.12,0.189,0.323,6.9,0.308,0.483,,0.214,375.1,64.4,0.21,42.0,42.0,24.0,94.32,0.79,0.54,0.69,0.455,0.115,0.371,5.707,0.462,9.846,400.83,68.5,12.64,0.0,0.113,0.864,0.326,21221,0.005,0.722,0.146,315.8,489.2,,,0.19,0.012,18.63,15.97,0.258,0.091,11682.0,0.216,38.0,33893,,6.8,
GA,South,South Atlantic,Dooly County,13093,13093,Region 24,1/1/2014,5441.0,0.155,,,0.14,,0.317,4.572,0.288,0.026,,0.214,644.4,64.5,0.237,7.0,31.0,,70.53,0.74,0.69,0.575,0.311,0.131,0.403,,0.449,,431.92,53.2,12.59,0.015,0.15,0.872,0.174,14318,0.005,0.537,0.131,514.0,320.2,,,0.251,0.154,19.47,,0.29,0.107,8855.0,,28.0,30371,0.747,,
GA,South,South Atlantic,Dooly County,13093,13093,Region 24,1/1/2015,6699.0,0.155,,,0.13,,0.334,4.4,0.312,0.313,,0.211,593.7,60.4,0.237,,28.0,,76.94,0.85,0.67,0.575,0.339,0.131,0.411,5.723,0.474,9.079,350.11,42.6,12.59,0.012,0.162,0.863,0.197,14304,0.005,0.537,0.138,514.0,326.9,,,0.236,0.154,18.93,,0.291,0.102,9737.0,,28.0,31620,0.858,,
GA,South,South Atlantic,Dougherty County,13095,13095,Region 24,1/1/2014,9770.0,0.188,3.3,3.3,0.13,0.185,0.381,3.561,0.275,0.585,0.124,0.077,1271.3,74.1,0.211,82.0,54.0,60.0,64.11,0.78,0.62,0.54,0.559,0.106,0.466,,0.627,,810.32,49.5,12.24,0.0,0.205,0.765,0.112,94501,0.004,0.14,0.125,685.4,465.4,10.6,99.7,0.275,0.206,14.66,6.2,0.271,0.074,8438.0,0.219,108.0,31065,0.754,8.92,0.257
GA,South,South Atlantic,Dougherty County,13095,13095,Region 24,1/1/2015,9797.0,0.188,3.3,3.3,0.13,0.185,0.368,3.2,0.275,0.729,0.124,0.083,1103.7,71.7,0.214,89.0,58.0,103.0,69.37,0.85,0.67,0.57,0.563,0.098,0.445,6.056,0.638,12.592,818.03,50.5,12.24,0.0,0.217,0.764,0.128,92969,0.005,0.14,0.124,685.4,475.4,10.8,100.5,0.266,0.206,11.63,7.55,0.275,0.072,8423.0,0.219,108.0,31575,0.765,9.6,
GA,South,South Atlantic,Douglas County,13097,13097,Region 24,1/1/2014,7170.0,0.163,3.2,3.5,0.1,0.148,0.346,6.68,0.268,0.713,0.083,0.318,571.4,39.9,0.206,41.0,44.0,38.0,71.2,0.83,0.59,0.71,0.616,0.092,0.235,,0.355,,291.54,53.7,13.12,0.0,0.163,0.803,0.537,133971,0.026,0.158,0.116,150.5,380.6,7.2,60.0,0.173,0.101,16.52,9.08,0.255,0.1,10259.0,0.158,33.0,51540,0.507,4.77,0.182
GA,South,South Atlantic,Douglas County,13097,13097,Region 24,1/1/2015,7016.0,0.163,3.2,3.5,0.1,0.148,0.333,6.4,0.254,0.754,0.083,0.284,515.8,37.8,0.202,42.0,45.0,71.0,67.68,0.85,0.58,0.72,0.616,0.083,0.259,3.878,0.381,5.673,289.29,50.3,13.12,0.002,0.179,0.795,0.535,136379,0.025,0.158,0.116,150.5,364.9,7.4,54.4,0.169,0.101,15.23,9.6,0.247,0.104,9960.0,0.158,36.0,51941,0.5,4.1,
GA,South,South Atlantic,Early County,13099,13099,Insuff Data,1/1/2014,12402.0,0.278,,,0.15,0.242,0.305,6.032,0.299,0.034,,0.4,1169.0,72.2,0.193,28.0,37.0,19.0,97.47,0.79,0.55,0.725,0.408,0.084,0.51,,0.521,,521.4,83.3,12.28,0.0,0.145,0.868,0.263,10594,0.001,0.66,0.134,188.2,557.1,,108.8,0.229,0.055,38.75,,0.247,0.075,10652.0,,76.0,30953,0.686,,
GA,South,South Atlantic,Early County,13099,13099,Insuff Data,1/1/2015,13277.0,0.278,,,0.15,0.242,0.298,5.8,0.305,0.588,,0.389,953.4,71.7,0.194,38.0,38.0,66.0,113.66,0.78,0.52,0.675,0.449,0.073,0.433,5.766,0.567,16.991,582.19,78.5,12.28,0.0,0.157,0.869,0.293,10542,0.001,0.66,0.134,188.2,553.2,,123.2,0.22,0.055,33.41,,0.251,0.071,12439.0,,66.0,32357,0.698,,
GA,South,South Atlantic,Echols County,13101,13101,Region 24,1/1/2014,8112.0,,,,,,0.283,7.502,0.269,0.002,,0.75,145.3,40.8,0.354,,0.0,,76.53,0.89,0.67,,0.394,0.071,0.439,,0.304,,147.57,,12.12,0.028,0.178,0.65,0.493,3988,0.132,1.0,0.101,160.6,399.6,,,0.17,0.027,36.07,,0.428,0.191,10262.0,,,32664,0.642,,
GA,South,South Atlantic,Echols County,13101,13101,Region 24,1/1/2015,8323.0,,,,0.07,,0.29,7.4,0.277,0.185,,0.667,150.5,42.4,0.363,,,,78.25,0.88,0.65,,0.356,0.059,0.45,4.47,0.403,5.015,81.34,74.6,12.12,0.055,0.229,0.661,0.407,4057,0.101,1.0,0.102,160.6,435.9,,,0.158,0.027,35.76,,0.449,0.172,10477.0,,,34809,0.653,,
GA,South,South Atlantic,Effingham County,13103,13103,Region 24,1/1/2014,7600.0,0.163,4.4,3.2,0.09,0.179,0.31,8.224,0.248,0.539,0.15,0.25,321.0,33.2,0.188,19.0,11.0,9.0,65.54,0.89,0.69,0.8,0.557,0.077,0.175,,0.238,,113.91,63.4,12.73,0.002,0.141,0.835,0.537,53293,0.003,0.671,0.096,76.2,397.0,9.4,67.7,0.127,0.04,18.73,8.48,0.233,0.093,9985.0,0.164,21.0,62568,0.329,4.1,0.168
GA,South,South Atlantic,Effingham County,13103,13103,Region 24,1/1/2015,7282.0,0.163,4.4,3.2,0.09,0.179,0.33,8.0,0.261,0.478,0.15,0.233,294.6,32.7,0.158,23.0,11.0,28.0,59.72,0.89,0.65,0.79,0.562,0.067,0.158,3.752,0.272,9.757,120.58,58.7,12.73,0.042,0.159,0.853,0.539,54456,0.004,0.671,0.104,76.2,385.1,7.9,57.5,0.128,0.04,20.09,9.21,0.197,0.076,10321.0,0.164,18.0,61062,0.335,4.5,
GA,South,South Atlantic,Elbert County,13105,13105,Region 24,1/1/2014,9408.0,0.235,6.2,4.1,0.1,0.188,0.355,6.084,0.31,0.638,,0.32,507.9,62.7,0.244,50.0,30.0,10.0,69.47,0.83,0.61,0.7,0.35,0.118,0.315,,0.451,,373.77,92.0,13.05,0.0,0.129,0.841,0.242,19684,0.019,0.706,0.142,183.1,488.9,10.3,57.0,0.213,0.081,29.28,15.34,0.295,0.112,8164.0,0.155,5.0,33081,0.612,,0.2
GA,South,South Atlantic,Elbert County,13105,13105,Region 24,1/1/2015,10569.0,0.235,6.2,4.1,0.1,0.188,0.338,6.1,0.3,0.551,,0.381,553.7,65.0,0.237,46.0,31.0,26.0,86.3,0.83,0.58,0.68,0.37,0.104,0.34,4.416,0.436,12.701,367.4,89.5,13.05,0.0,0.138,0.856,0.234,19599,0.02,0.706,0.141,183.1,515.0,,,0.192,0.081,29.63,13.41,0.289,0.1,8719.0,0.155,5.0,34487,0.603,,
GA,South,South Atlantic,Emanuel County,13107,13107,Insuff Data,1/1/2014,10945.0,0.211,4.3,2.6,0.1,,0.3,5.358,0.277,0.189,,0.217,620.4,74.4,0.247,44.0,8.0,41.0,112.07,0.84,0.57,0.76,0.394,0.113,0.421,,0.423,,96.61,95.8,12.75,0.007,0.14,0.766,0.318,22898,0.027,0.669,0.113,370.4,559.6,10.5,78.5,0.211,0.155,32.25,,0.31,0.105,10523.0,,52.0,28254,0.698,9.68,0.256
GA,South,South Atlantic,Emanuel County,13107,13107,Insuff Data,1/1/2015,10507.0,0.211,4.3,2.6,0.1,,0.318,4.9,0.285,0.267,,0.217,720.6,74.0,0.236,48.0,9.0,87.0,102.85,0.84,0.56,0.67,0.431,0.114,0.496,5.096,0.489,7.424,417.83,86.8,12.75,0.0,0.147,0.785,0.321,22867,0.021,0.669,0.116,370.4,543.1,10.5,69.8,0.213,0.155,26.73,6.36,0.302,0.088,10542.0,,61.0,30348,0.711,12.4,
GA,South,South Atlantic,Evans County,13109,13109,Region 24,1/1/2014,8781.0,0.27,7.5,,0.09,0.299,0.348,7.364,0.321,0.351,,0.455,677.8,92.0,0.264,54.0,27.0,,90.81,0.78,0.53,0.675,0.364,0.088,0.433,,0.487,,280.52,83.9,12.72,0.32,0.119,0.732,0.261,10689,0.054,0.613,0.141,482.2,501.4,,95.8,0.181,0.019,31.33,,0.324,0.129,9752.0,0.281,47.0,31683,0.722,,
GA,South,South Atlantic,Evans County,13109,13109,Region 24,1/1/2015,8722.0,0.27,7.5,,0.09,0.299,0.354,6.8,0.306,0.635,,0.3,776.5,90.9,0.256,37.0,28.0,,68.56,0.86,0.58,0.725,0.368,0.078,0.442,5.078,0.487,14.969,186.03,62.1,12.72,0.334,0.143,0.746,0.262,10833,0.042,0.613,0.14,482.2,458.5,,,0.188,0.019,30.03,,0.322,0.112,9914.0,0.281,55.0,32838,,,
GA,South,South Atlantic,Fannin County,13111,13111,Region 24,1/1/2014,9786.0,0.246,4.8,5.3,0.09,0.267,0.29,8.415,0.251,0.919,,0.27,88.6,57.5,0.248,55.0,25.0,38.0,107.62,0.84,0.58,0.82,0.407,0.096,0.346,,0.362,,424.75,96.8,13.44,0.0,0.15,0.792,0.322,23492,0.011,1.0,0.132,75.9,410.5,,59.7,0.138,0.0,23.02,24.26,0.29,0.12,9990.0,0.21,64.0,35474,0.5,,0.245
GA,South,South Atlantic,Fannin County,13111,13111,Region 24,1/1/2015,9673.0,0.246,4.8,5.3,0.09,0.267,0.279,8.0,0.256,0.9,,0.25,191.6,54.1,0.24,68.0,29.0,76.0,88.87,0.88,0.61,0.925,0.4,0.084,0.348,5.01,0.346,17.027,418.6,89.9,13.44,0.0,0.165,0.768,0.288,23760,0.012,1.0,0.138,75.9,410.0,,78.3,0.145,0.0,20.13,23.18,0.28,0.116,10000.0,0.21,63.0,35673,0.505,,
